grid,column,row,Northness,Vege_heig_max,Soil_moist_4_final,Soil_temp_4_adj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,11,-1,26,35.56149559,13.72534722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,11,-0.97,33,22.17208027,11.42274306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,11,-0.94,23,25.88266496,12.82013889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,11,-0.97,21,24.49324965,11.41753472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,11,-0.91,27,26.10383434,11.91493056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,11,-0.91,20,18.41441902,12.31232639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,12,-1,40,24.22500371,11.40972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,12,-1,42,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,12,-1,44,20.04617308,12.70451389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,12,-0.94,58,22.25675777,13.90190972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,12,-0.91,22,18.66734246,13.39930556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,12,-0.94,21,22.77792715,14.29670139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,12,-1,20,20.98851183,11.79409722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,12,-0.97,24,19.39909652,11.39149306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,13,-0.98,41,32.30968121,11.18888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,13,-1,44,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,13,-1,21,20.63085058,11.48368056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,13,-1,24,26.44143527,12.58107639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,13,-0.98,22,18.55201996,13.37847222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,13,-0.97,27,18.56260464,13.27586806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,13,-0.94,54,20.07318933,12.17326389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,13,-1,27,20.38377402,11.57065972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,14,-0.94,37,42.4943587,16.76805556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,14,-0.91,43,33.00494339,17.06545139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,14,-0.94,43,33.01552808,15.76284722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,14,-0.97,32,32.62611277,14.76024306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,14,-1,68,22.03669745,15.75763889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,14,-0.98,33,32.24728214,15.75503472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,14,-0.91,45,18.05786683,12.95243056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,14,-0.77,26,16.06845151,11.74982639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,15,-1,37,29.7790362,12.64722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,15,-1,24,31.48962089,14.84461806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,15,-1,36,33.30020558,13.64201389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,15,-0.98,32,36.11079026,14.33940972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,15,-0.97,46,26.62137495,13.73680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,15,-0.91,48,31.53195964,13.53420139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,15,-0.77,47,28.24254432,11.93159722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,15,-0.71,52,26.45312901,11.42899306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,16,-1,25,32.0637137,11.72638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,16,-1,37,50.87429839,13.92378472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,16,-0.97,35,43.88488307,12.92118056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,16,-0.82,53,32.89546776,13.81857639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,16,-0.77,34,37.70605245,13.21597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,16,-0.82,38,24.41663714,16.71336806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,16,-0.64,43,31.32722182,13.21076389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,16,-0.57,46,27.53780651,12.70815972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,17,-0.97,37,41.3483912,13.60555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,17,-0.94,42,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,17,-0.82,50,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,17,-0.82,42,30.68014526,12.19774306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,17,-0.82,49,46.09072995,11.59513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,17,-0.77,56,40.20131463,13.19253472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,17,-0.71,58,36.71189932,12.68993056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,17,-0.64,55,38.32248401,12.38732639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,18,-0.94,35,38.33306869,13.58472222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,18,-0.91,32,33.54365338,14.68211806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,18,-0.87,29,46.65423807,14.47951389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,18,-0.77,53,43.36482276,14.37690972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,18,-0.82,47,30.27540744,13.27430556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,18,-0.87,52,23.58599213,14.77170139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,18,-0.98,57,41.09657682,13.76909722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,18,-1,54,35.6071615,13.66649306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,19,-0.97,51,33.31774619,12.76388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,19,-0.87,32,42.42833088,14.16128472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,19,-0.82,36,44.73891557,14.35868056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,19,-0.77,31,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,19,-0.77,41,35.76008494,13.55347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,19,-0.98,64,44.47066963,13.55086806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,19,-1,62,29.98125431,12.34826389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,19,-1,68,34.491839,13.84565972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,20,-1,27,48.40242369,13.34305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,20,-1,24,41.21300838,12.84045139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,20,-0.98,49,42.42359306,14.03784722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,20,-0.94,38,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E,20,-0.97,37,32.94476244,12.73263889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F,20,-0.98,36,49.85534712,12.23003472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,20,-0.98,45,36.36593181,12.62743056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,20,-0.97,58,42.68710119,13.12222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,1,-1,20,27.5,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,1,-1,21,25.58629049,15.44791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,1,-1,19,27.27258099,15.49583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,1,-1,23,27.15887148,15.64375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,1,-1,23,25.14516198,13.99166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,1,-1,26,28.63145247,14.83958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,1,-0.98,30,23.41774297,14.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,1,-1,19,25.20403346,14.63541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,2,-1,16,21.50931452,15.38739583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,2,-1,16,21.69560502,15.8353125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,2,-1,44,26.28189551,16.08322917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,2,-1,21,26.76818601,15.73114583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,2,-1,17,23.2544765,14.7790625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,2,-1,18,23.940767,14.72697917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,2,-1,19,25.52705749,14.17489583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,2,-1,17,27.91334798,14.5228125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,3,-1,21,26.21862905,15.67479167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,-0.98,24,28.10491954,16.12270833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,3,-0.98,17,22.29121004,15.770625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,3,-1,21,25.97750053,14.51854167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,3,-1,22,26.26379103,15.26645833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,3,-1,18,24.55008152,14.314375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,3,-1,23,27.83637202,14.96229167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,3,-1,19,23.62266251,14.31020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,4,-1,18,22.52794357,16.2621875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,4,-1,36,27.21423407,15.91010417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,4,-1,27,28.60052456,15.65802083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,4,-1,19,27.68681506,15.3059375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,4,-1,20,27.47310555,15.35385417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,4,-1,49,25.25939605,15.00177083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,4,-1,47,24.44568654,14.4496875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,4,-1,32,27.73197703,14.29760417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,5,-0.97,23,24.9372581,15.94958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,5,-1,25,24.62354859,14.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,5,-1,21,28.90983909,15.84541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,5,-1,23,26.79612958,15.39333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,5,-1,15,27.98242008,15.44125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,5,-1,46,19.66871057,14.78916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,5,-1,52,25.05500106,14.33708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,5,-1,23,24.74129156,13.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,6,-0.98,20,26.94657262,15.53697917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,-1,27,29.03286312,16.28489583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,6,-1,14,28.61915361,15.6328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,6,-1,39,25.80544411,14.58072917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,6,-1,44,24.6917346,14.92864583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,6,-1,58,26.07802509,14.2765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,6,-1,58,23.76431559,14.22447917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,6,-1,16,20.85060608,14.07239583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,7,-1,23,27.35588715,15.724375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,7,-0.98,20,29.34217764,15.27229167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,7,-1,36,24.82846814,15.12020833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,7,-1,52,25.01475863,14.668125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,7,-1,40,26.40104913,14.61604167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,7,-1,52,24.58733962,14.46395833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,7,-1,18,27.27363011,13.911875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,7,-1,31,27.75992061,13.75979167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,8,-1,34,23.16520167,15.81177083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,8,-1,15,27.95149217,15.7596875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,8,-1,37,28.13778266,14.70760417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,8,-1,52,26.62407316,14.65552083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,8,-1,53,22.61036365,14.2034375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,8,-1,48,24.29665414,14.35135417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,8,-1,17,25.48294464,14.49927083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,8,-1,35,33.26923513,14.0471875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,9,-1,41,28.5745162,16.39916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,9,-1,45,26.76080669,14.84708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,9,-1,40,22.74709719,14.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,9,-1,57,28.93338768,14.74291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,9,-1,54,24.11967817,14.59083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,9,-1,52,27.40596867,14.63875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,9,-1,31,28.39225916,14.28666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,9,-1,21,31.87854966,14.33458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,10,-1,21,25.48383072,15.4865625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,10,-1,16,32.67012122,14.93447917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,10,-1,20,26.35641171,14.68239583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,10,-1,16,26.84270221,14.9303125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,10,-1,48,21.9289927,14.87822917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,10,-1,51,28.71528319,14.82614583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,10,-1,45,29.10157369,14.2740625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,10,-1,20,29.68786418,13.62197917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,11,-1,39,25.69314525,15.37395833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,11,-1,0,29.77943574,15.621875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,11,-1,20,24.36572624,14.56979167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,11,-1,45,23.55201673,14.61770833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,11,-1,47,25.63830722,14.365625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,11,-1,45,22.32459772,15.21354167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,11,-1,35,25.61088821,13.76145833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,11,-1,24,24.69717871,15.009375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,12,-1,70,16.80245977,15.16135417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,12,-1,0,25.18875027,15.20927083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,12,-1,20,26.77504076,14.8571875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,12,-1,22,26.56133125,14.60510417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,12,-1,19,28.04762175,14.75302083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,12,-1,50,21.63391224,15.4009375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,12,-1,45,25.82020274,13.84885417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,12,-1,20,18.30649323,14.59677083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,13,-1,32,24.5117743,15.04875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,13,-1,27,24.69806479,14.89666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,13,-1,33,27.68435529,14.74458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,13,-1,22,27.47064578,14.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,13,-1,51,24.25693627,14.84041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,13,-1,44,24.34322677,14.88833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,13,-1,58,22.32951726,14.43625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,13,-1,42,24.81580776,14.48416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,14,-1,30,20.92108882,14.83614583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,14,-1,20,24.10737932,14.3840625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,14,-1,34,23.59366981,15.13197917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,14,-1,20,21.1799603,14.67989583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,14,-1,21,25.7662508,14.9278125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,14,-1,41,22.65254129,14.57572917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,14,-1,60,28.43883179,14.22364583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,14,-1,35,25.52512228,13.7715625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,15,-1,25,15.83040335,15.22354167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,15,-1,27,24.41669384,15.07145833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,15,-1,19,26.30298433,15.019375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,15,-1,21,24.28927483,15.76729167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,15,-1,18,27.47556532,14.91520833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,15,-0.98,20,27.96185582,14.163125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,15,-1,26,26.34814631,14.31104167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,15,-1,25,21.43443681,14.05895833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,16,-1,33,21.63971787,15.6109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,16,-1,29,24.92600836,15.15885417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,16,-1,0,25.21229886,14.80677083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,16,-1,23,25.89858935,14.4546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,16,-1,22,27.88487985,14.60260417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,16,-1,46,27.27117034,14.55052083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,16,-1,42,28.25746084,14.2984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,16,-1,30,30.94375133,13.74635417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,17,-1,57,18.1490324,15.39833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,17,-1,41,27.33532289,15.24625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,17,-1,0,25.92161338,14.89416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,17,-1,25,15.90790388,15.04208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,17,-1,25,26.29419437,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,17,-1,16,22.38048487,13.53791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,17,-1,35,30.16677536,14.48583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,17,-0.98,42,28.05306586,13.83375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,18,-1,51,21.35834692,14.98572917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,18,-1,38,25.14463741,15.33364583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,18,-1,18,25.33092791,14.7815625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,18,-1,23,26.4172184,14.62947917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,18,-1,24,24.9035089,14.57739583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,18,-1,19,29.28979939,14.1253125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,18,-1,19,22.87608989,14.47322917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,18,-1,50,30.66238038,14.12114583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,19,-1,30,15.76766144,14.873125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,19,-1,50,24.65395194,15.22104167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,19,-1,26,24.14024243,14.56895833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,19,-0.98,12,26.12653293,14.216875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,19,-1,20,26.41282342,14.46479167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,19,-1,24,31.69911392,14.41270833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,19,-0.98,25,26.38540441,14.560625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,19,-1,28,31.5716949,14.40854167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,20,-1,41,24.57697597,15.66052083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,20,-0.94,18,26.86326646,15.1084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,20,-0.94,24,26.14955696,14.55635417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,20,-1,18,23.83584745,14.10427083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,E,20,-0.98,0,23.52213795,14.6521875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F,20,-0.87,23,31.60842844,14.40010417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,20,-0.98,29,32.69471894,14.44802083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,H,20,-0.94,32,29.89032395,14.18333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,1,0.98,25,27.09354995,13.60833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,1,0.98,26,28.40645328,13.95555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,1,1,21,20.41935661,13.80277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,1,1,20,22.73225994,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,1,1,26,25.94516327,13.39722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,1,1,21,23.8580666,13.14444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,1,1,18,26.17096993,14.49166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,1,1,21,27.58387326,13.13888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,2,1,21,27.69919511,14.20069444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,2,1,21,27.01209844,14.04791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,2,1,29,28.12500177,13.79513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,2,1,27,25.4379051,14.04236111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,2,1,30,24.65080843,13.68958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,2,1,26,23.76371176,13.23680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
