grid,column,row,Northness,Vege_heig_max,Soil_moist_4_final,Soil_temp_4_adj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,2,1,34,24.67661509,14.18402778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,2,1,25,24.28951842,13.43125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,3,1,21,27.50484028,13.69305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,3,1,24,27.11774361,14.04027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,3,1,20,27.13064694,13.9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,3,1,23,25.64355027,13.83472222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,3,1,32,24.4564536,13.78194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,3,1,25,25.76935693,13.32916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,3,1,31,25.38226026,13.87638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,3,1,33,26.59516359,13.82361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,4,1,28,24.01048545,13.68541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,4,1,21,24.92338878,14.03263889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,4,1,27,27.03629211,13.17986111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,4,1,24,29.04919544,13.52708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,4,1,28,24.16209877,14.27430556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,4,1,24,22.0750021,13.52152778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,4,1,31,25.38790543,13.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,4,1,25,22.50080876,13.31597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,5,1,26,25.91613061,13.77777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,5,1,20,25.92903394,14.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,5,1,22,23.24193727,13.57222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,5,1,27,24.8548406,13.21944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,5,1,25,24.96774393,13.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,5,1,29,23.08064726,13.91388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,5,1,40,22.69355059,13.26111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,5,1,35,23.60645392,13.10833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,6,1,32,22.12177578,13.47013889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,6,1,22,25.43467911,13.71736111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,6,1,28,22.04758244,13.16458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,6,1,20,25.46048577,13.21180556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,6,1,21,23.9733891,13.65902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,6,1,45,22.28629243,14.30625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,6,1,42,23.39919576,13.75347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,6,1,40,23.51209909,13.80069444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,7,1,36,22.72742095,13.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,7,1,27,26.94032428,13.90972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,7,1,25,25.75322761,13.95694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,7,1,21,23.56613094,12.80416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,7,1,24,24.27903427,13.65138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,7,1,49,22.2919376,13.99861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,7,1,54,20.30484093,13.64583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,7,1,44,22.51774426,13.09305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,8,1,34,23.83306611,13.85486111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,1,46,27.04596944,13.90208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,8,1,24,25.75887277,13.94930556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,8,1,33,21.4717761,13.09652778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,8,1,47,23.98467943,13.84375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,8,1,43,23.89758276,13.99097222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,8,1,46,23.11048609,12.93819444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,8,1,52,25.52338942,13.38541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,9,1,29,21.53871128,13.84722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,9,1,27,23.85161461,13.79444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,9,1,17,25.76451794,13.84166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,9,1,56,23.27742127,12.78888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,9,1,62,21.0903246,13.83611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,9,1,47,22.80322793,13.98333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,9,1,44,19.61613126,13.33055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,9,1,42,21.82903459,13.57777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,10,1,19,22.74435645,13.53958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,10,1,20,26.15725978,13.38680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,10,1,45,25.07016311,13.53402778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,10,1,65,20.08306644,12.58125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,10,1,62,24.49596977,13.82847222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,10,1,58,22.3088731,13.67569444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,10,1,61,12.82177643,13.12291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,10,1,39,21.73467976,13.07013889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,11,1,24,22.05000161,13.73194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,11,1,18,24.16290494,13.77916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,11,1,26,24.37580827,13.92638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,11,1,58,20.8887116,13.07361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,11,1,67,26.00161493,13.72083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,11,1,65,23.81451826,13.46805556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,11,1,63,25.52742159,13.11527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,11,1,53,23.04032492,13.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,12,1,25,21.75564678,13.52430556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,12,1,21,24.46855011,13.47152778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,12,1,54,22.18145344,13.91875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,12,1,60,16.99435677,13.46597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,12,1,57,25.5072601,14.21319444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,12,1,60,25.92016343,13.06041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,12,1,62,20.33306676,12.80763889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,12,1,69,23.54597009,13.55486111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,13,1,23,23.76129195,13.61666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,13,1,28,22.87419528,13.66388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,13,1,64,21.78709861,13.91111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,13,1,72,22.00000194,13.85833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,13,1,59,22.71290527,13.90555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,13,1,56,27.5258086,13.35277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,13,1,57,19.43871193,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,13,1,62,23.05161525,13.74722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,14,1,32,20.76693711,13.30902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,14,1,27,22.87984044,14.05625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,14,1,70,20.99274377,13.80347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,14,1,63,26.4056471,13.85069444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,14,1,52,21.11855043,13.79791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,14,1,64,27.53145376,13.44513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,14,1,58,25.44435709,13.09236111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,14,1,62,25.85726042,14.33958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,15,1,31,25.17258228,13.60138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,15,1,24,21.28548561,14.04861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,15,1,56,24.59838894,13.89583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,15,1,46,22.61129227,13.74305556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,15,1,53,26.5241956,13.79027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,15,1,62,21.63709893,13.6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,15,1,60,26.05000226,13.48472222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,15,1,65,15.86290559,13.63194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,16,1,30,21.07822745,13.79375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,16,1,31,21.29113078,14.44097222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,16,1,58,25.40403411,13.68819444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,16,1,72,25.41693743,13.93541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,16,1,72,27.72984076,13.38263889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,16,1,63,18.04274409,14.12986111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,16,1,73,26.25564742,13.97708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,16,1,70,20.76855075,13.12430556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,17,1,40,23.58387261,13.88611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,17,1,29,23.39677594,14.03333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,17,1,43,24.10967927,14.18055556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,17,1,53,27.0225826,14.02777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,17,1,64,24.83548593,13.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,17,1,61,19.74838926,13.92222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,17,1,59,21.46129259,13.66944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,17,1,65,23.87419592,13.21666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,18,1,30,21.48951778,14.17847222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,18,1,37,22.60242111,13.72569444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,18,1,31,25.61532444,14.27291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,18,1,51,31.42822777,14.12013889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,18,1,61,28.7411311,14.06736111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,18,1,74,22.45403443,14.01458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,18,1,64,22.16693776,13.46180556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,18,1,67,21.47984109,13.30902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,19,1,24,29.79516294,14.67083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,19,1,38,29.30806627,14.71805556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,19,1,26,34.3209696,13.86527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,19,1,30,37.73387293,13.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,19,1,50,26.04677626,14.35972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,19,1,61,31.85967959,13.20694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,19,1,68,23.47258292,14.35416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,19,1,64,32.88548625,14.00138889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,20,1,25,34.20080811,15.36319444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,20,1,32,32.97849639,14.51041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,20,1,31,35.42661477,14.05763889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,20,1,46,37.0395181,14.80486111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,20,1,34,37.95242143,14.15208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,F,20,1,63,37.96532476,13.59930556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,G,20,1,54,31.17822809,14.04652778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,20,1,75,30.09677659,13.28611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,1,0.94,38,30.15806466,15.38611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,1,0.98,30,30.76483886,15.27694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,1,0.77,23,31.25634426,14.76777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,1,0.98,42,32.47838726,14.75861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,1,0.77,38,33.08516146,15.34944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,1,0.77,29,31.79193566,15.54027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,1,0,44,27.69870986,13.03111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,1,0.64,43,28.20548406,15.22194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,2,0.34,46,33.91225826,15.61277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,2,0.87,37,29.51903246,15.30361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,2,0.94,40,30.52580666,14.89444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,2,0.94,40,23.33258086,14.78527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,2,0.98,41,25.83935506,14.97611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,2,0.94,46,29.54612926,15.36694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,2,1,30,31.55290346,15.85777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,2,0.64,49,26.45967766,16.14861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,3,0.5,42,34.16645186,15.53944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,3,0.64,36,35.47322606,15.83027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,3,0.34,48,31.78000026,15.82111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,3,0.5,32,37.98677446,15.61194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,3,0.5,39,29.79354866,15.00277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,3,0.5,46,29.00032286,14.99361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,3,0.94,35,30.90709706,15.38444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,3,0.34,35,29.31387126,15.67527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,4,0.5,35,34.42064546,15.86611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,4,0.77,31,36.72741966,15.95694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,4,0.77,44,35.33419386,15.44777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,4,0.94,35,31.84096806,15.23861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,4,0.5,42,26.04774226,15.32944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,4,0.77,50,28.55451646,15.42027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,4,1,20,31.52569926,15.21111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,4,0.5,17,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,5,0.94,42,33.67483906,15.89277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,0.34,37,34.28161325,16.08361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,5,0.64,40,29.28838745,15.87444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,5,0.5,46,28.89516165,15.06527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,5,0.5,47,26.50193585,15.35611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,5,0.64,39,26.90871005,15.64694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,5,1,34,35.11548425,15.53777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,5,0.5,30,31.52225845,15.32861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,6,0.5,60,32.72903265,15.81944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,6,0.87,41,32.73580685,16.11027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,6,0.98,32,28.34258105,15.80111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,6,0.64,37,31.54935525,15.59194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,6,0.64,0,29.45612945,14.98277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,6,0.94,42,23.86290365,15.37361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,6,0.34,40,29.26967785,15.06444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,6,0.94,20,32.27645205,15.15527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,7,-0.64,38,28.98322625,15.64611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,7,0,47,30.19000045,15.63694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,7,0.5,47,33.59677465,15.32777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,7,0.34,25,33.30354885,14.91861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,7,0.64,40,35.91032305,15.40944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,7,0.94,40,31.41709725,15.10027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,7,1,28,27.42387145,15.09111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,7,0.94,38,29.83064565,15.38194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,8,-0.5,43,35.43741985,15.57277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,8,0.17,29,37.54419405,15.56361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,8,0.5,30,31.55096825,15.65444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,8,0.5,40,34.65774245,15.54527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,8,0.87,42,31.06451665,15.53611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,8,1,38,27.17129085,15.42694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,8,0.64,39,31.07806505,15.81777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,8,0.5,35,30.78483925,16.10861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,9,0.34,39,22.59161345,15.39944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,0.34,30,30.09838765,15.59027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,9,0.64,31,30.10516185,15.38111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,9,0.77,37,34.71193605,15.47194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,9,0.77,38,29.51871025,15.16277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,9,0.77,27,31.62548445,14.85361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,9,0.34,24,25.93225865,15.04444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,9,0.5,31,34.23903285,15.23527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,10,0.34,39,31.14580705,15.62611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,10,0.5,34,26.55258125,14.71694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,10,0.64,35,30.45935545,14.70777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,10,0.64,31,29.86612965,14.89861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,10,0.77,39,30.97290385,15.08944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,10,0.77,39,27.67967805,15.28027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,10,0.5,26,27.38645225,15.17111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,10,0.5,28,31.39322645,14.86194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,11,0.64,45,19.60000065,14.45277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,11,0.94,31,28.10677484,14.84361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,11,0.87,56,30.21354904,14.73444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,11,0.77,39,27.32032324,14.62527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,11,0.64,46,27.62709744,14.61611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,11,0.87,49,33.53387164,15.10694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,11,0.34,42,29.54064584,15.39777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,11,0.5,28,30.84742004,15.18861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,12,0.64,48,23.75419424,15.07944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,12,0.5,38,32.26096844,15.47027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,12,0.34,46,27.36774264,15.16111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,12,0.64,45,30.77451684,13.95194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,12,0.64,42,24.38129104,14.74277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,12,0.64,36,23.28806524,15.13361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,12,0.5,24,23.69483944,15.02444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,12,0.5,41,29.80161364,14.71527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,13,0.34,22,24.20838784,15.00611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,13,0.5,20,29.21516204,14.49694444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,13,0.77,19,32.42193624,14.98777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,13,0.5,34,26.22871044,14.77861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,E,13,0.64,39,26.03548464,15.06944444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,F,13,0.34,28,24.64225884,14.66027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,13,0.64,43,28.34903304,15.25111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,13,0.34,32,30.65580724,15.24194444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,14,0.34,34,19.36258144,14.83277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,14,0.5,39,25.76935564,15.12361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,14,0.34,29,41.77612984,15.21444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,14,0.5,24,35.48290404,15.00527778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
