Grid,Column,Row,Afroaster erucifolius,Alepidea natalensis,Alepidea setifera,Alepidea thodei,New alternate anthospermum,Anthospermum herbaceum,Anthospermum hispidulum,Anthospermum round,Anthoxanthum ecklonii,Arctotis arctoides,Argyrolobium marginatum,Athrixia fontana,Berkheya multijuga,Bulbostylis humulis,Bupleurum mundii,Carex killickii,Carex zuluensis,Cerastium arabidis,Commelina orchid,Corycium dracomontanum,Cotula hispida,Crassula lanceolata,Crassula natans,Crassula peploides,Crassula setulosa,Crassula tuberella,Craterocapsa tarsodes,Delosperma obtusum,Disa cephalotes,Disa fragrans,Dragon plant,Erica woodii,Erica woody white stem,Eumorphia prostrata,Felicia rosulata,Festuca caprina,Festuca costata,Festuca scabra,Ficinia stolonifera,Gazania krebsiana,Geranium multisectum,Geum capense,Glumicalyx lesuticus,Glumicalyx nutans,Glumicaylx flanaganii,Gnidia baurii,Grey daisy,Grey feathery daisy,Heichrysum trilineatum,Helichrysum albo-brunneum,Helichrysum bellum,Helichrysum flanaganii,Helichrysum gold flat inflorescence,Helichrysum linneatum,Helichrysum monticola,Helichrysum sessiloides,Helichrysum sp.1,Helichrysum subglomeratum,Hesperantha baurii,Hirpicium armerioides,Irid sandpaper,Isolepis sp.,Kniphofia ritualis,Limosella vesiculosa,Lobelia preslii,Long stalk 3 vein,Luzula africana,Merxmuellera drakensbergensis,Morph irid,Ornithogalum cf. juncifolium ,Oxalis obliquifolia,Pentameris airoides,Poa binata,Psammotropha mucronata,Purple bottom aster,Red stem herb,Romulea thodei,Ruschia sp.,Satyrium longicauda,Scabiosa columbaria,Sebaea sedoides,Senecio achilleifolius,Senecio asperulus,Senecio gramineus,Senecio harveianus,Senecio hastatus,Senecio macrocephalus,Senecio midvein,Senecio Sp1.,Senecio speciosus,Square-leaf morea,Succulent albuca,Succulent thistle,Tenaxia disticha,Thesium sp.,Ursinia montana,Wirey morea,Woody gazania,Wurmbea burttii,Zaluzianskya Sp.1
2,E,4,,,1,0.5,,,,,0.5,,,0.5,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,,20,20,0.5,10,0.5,,,,,,,,,,,,,,,1,,,0.5,0.5,,,,,,,,0.5,,,0.5,0.5,0.5,,,,,0.5,,,,,,,0.5,,,1,,,,,0.5,,1,,2,,,,
2,F,4,,,,,0.5,,,,,,,,,0.5,,,,,,,0.5,,,,0.5,0.5,,,,,,,,,,2,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,2,,,,,,,,,,,,,,3,,,,,0.5,,,,,,,,
2,G,4,,,0.5,,,,,,,,,0.5,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,2,,3,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,1,3,,,,0.5,,,,,,,,,,1,,,,,0.5,,,,,,,,
2,H,4,0.5,,0.5,,,,,,,,,0.5,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,1,0.5,1,0.5,0.5,,,,,,0.5,,,,,,,,,,,,2,0.5,,,,,,,,,,,0.5,,3,,,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,,,,,,
2,E,5,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,20,50,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2,F,5,,,5,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,25,10,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0.5,,,0.5,0.5,,2,,,,,,,0.5,,,,0.5,,,2,,,,,,,,,,,,,
2,G,5,,,1,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,0.5,0.5,,,,,,,,,,1,1,5,,0.5,,,,,,,,,,,,,,,2,,,0.5,,,,,,,,,0.5,,,0.5,0.5,1,0.5,,,,,,,0.5,,,,,,,2,,,,,0.5,,3,,,,,,
2,H,5,,,1,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,0.5,2,2,1,1,,,,,,,0.5,,,,,,,,,0.5,,,0.5,0.5,,,,,,,,,,,0.5,,2,0.5,,,,,,,,,,,,,,0.5,,,,,0.5,,1,,,,,,
2,D,6,,,0.5,,,,,,,,,,,,1,,0.5,,,,0.5,,,,,,,,,,,,,,,1,55,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,1,,,,,,,1,0.5,,,,,
2,C,6,,,,0.5,,,,,0.5,,,,,,,,1,0.5,,,,,,,0.5,,0.5,,,,,,,,,15,20,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,0.5,0.5,,,,,,2,,,,,,,0.5,,,,,,
2,B,6,,,0.5,0.5,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,20,20,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,0.5,,,,,,
2,A,6,,,0.5,0.5,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,0.5,0.5,,,,,,,,,,10,15,10,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,,,,,,,0.5,,,,,,,5,,0.5,,,,
2,A,7,,,0.5,,0.5,,,,0.5,,,,,0.5,0.5,,,,,,,,,,0.5,,0.5,,,,,,,,,5,20,0.5,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,0.5,,,,,,,1,,1,,,,
2,B,7,,,,,0.5,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,5,25,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.5,0.5,0.5,,,,0.5,,,0.5,0.5,,,,,,0.5,,,,,,,,,15,,,,
2,C,7,,,0.5,0.5,0.5,,,,0.5,,,,,0.5,,,0.5,,,,,,,,0.5,0.5,0.5,,,,,,,,0.5,0.5,55,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,,0.5,,,,,,,,,,0.5,,,,,,,0.5,,0.5,,,,
2,D,7,,,0.5,0.5,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,5,0.5,,,,,,,,,0.5,55,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,0.5,,,0.5,,,,,,,1,,,,,,,,0.5,,,,,
2,D,8,,,0.5,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,0.5,30,0.5,5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,5,,,,
2,C,8,,,1,0.5,,,0.5,,,,,,,0.5,0.5,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,,30,1,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,,1,,,,,,,,,,,,,,0.5,,,,,,,0.5,,10,,,,
2,B,8,,,,0.5,,,,,0.5,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,15,30,0.5,2,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,0.5,,1,0.5,,,0.5,,,,0.5,,,,,,0.5,,,,,,,0.5,,5,,,,
2,A,8,,,,0.5,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,10,20,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,0.5,1,,,,0.5,,,0.5,,,,,,,1,,,,,,,0.5,,2,,,,
2,A,9,,,0.5,0.5,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,1,20,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,0.5,,1,0.5,0.5,,,0.5,,,,,,,,,,2,,,,,0.5,,,0.5,0.5,,,,
2,B,9,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,0.5,20,0.5,10,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,0.5,,,0.5,,0.5,0.5,0.5,,,0.5,,,0.5,0.5,,,,,,1,,,,,0.5,,,,0.5,,,,
2,C,9,,,0.5,0.5,0.5,,,,0.5,,,,,0.5,0.5,,,,,,,,,,,,0.5,,,,,,,,0.5,0.5,30,0.5,0.5,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,1,0.5,,,,,,,1,,,,,0.5,,,,1,,,,
2,D,9,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,0.5,,,,,,,0.5,,0.5,,,,,,,,1,3,30,3,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,1,0.5,,,,0.5,,,0.5,,,,,,,1,,,,,,,0.5,,2,,,,
2,D,10,,,0.5,,,,,,0.5,,,,,0.5,0.5,,0.5,,,,0.5,,,,0.5,,,,,,,,,,,0.5,25,3,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1,,,,0.5,5,5,,,,0.5,,,0.5,0.5,,,,,,2,,,,,,,,,0.5,,,,
2,C,10,,,0.5,,,,,,,,,,,0.5,,,,,,,0.5,,,,0.5,,,,,,,,,,0.5,10,5,5,0.5,0.5,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,0.5,,,0.5,0.5,,,,,,1,,,,,,,,0.5,0.5,,,,
2,B,10,,,0.5,,,,,,0.5,,,,,0.5,0.5,,,,,,,,,,0.5,,,,,,,,,,0.5,2,15,,0.5,0.5,,,,,,,,,,,,,,,1,,,0.5,,,,,,,,,1,,,,,0.5,0.5,,,,0.5,,,0.5,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,
2,A,10,,,0.5,0.5,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,3,25,1,0.5,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,5,,,0.5,,2,1,0.5,,,,,,0.5,0.5,,,,,,0.5,,,,,,,,0.5,0.5,,,,
2,H,6,,,2,,0.5,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,0.5,10,50,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,0.5,0.5,,,,,,0.5,,,0.5,,,,,,,3,,,,,,,0.5,0.5,,,,,
2,G,6,,,4,,0.5,,,,,,,,,0.5,0.5,,1,,,,,,,,0.5,,0.5,,,,,0.5,,,0.5,10,10,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,0.5,0.5,1,,,,,,,,,0.5,,,,,0.5,1,,,,,0.5,,2,,,,,,
2,F,6,,,2,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,0.5,,,0.5,10,20,0.5,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,3,,,,,,,,,0.5,,,,
2,E,6,,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,0.5,,,,,,,,,,,,,1,,,,,,,,,0.5,,,,
2,E,7,,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,0.5,60,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,,0.5,1,,,,,0.5,,0.5,,,,,,
2,F,7,,,1,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,0.5,10,55,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,0.5,,,,,,0.5,1,,,,,,,,0.5,,,,,
2,G,7,,,1,,0.5,,,,0.5,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,10,50,,0.5,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,,,0.5,0.5,,0.5,,,,0.5,,0.5,,,,,,,,3,,,,,,0.5,,,,,,,
2,H,7,,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,10,80,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,0.5,1,,0.5,,,,0.5,,,,,,,,,,2,,,,,,,,,,,,,
2,H,8,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,5,0.5,,0.5,,,,,,3,,,,,,,,,,,,0.5,,,,,,,,,1,,,0.5,3,,8,,,,,,,,,,,,,,3,,,,,,0.5,,,,,,,
2,G,8,,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,15,20,0.5,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,4,3,,,,0.5,,,0.5,,,,,,,3,,,,,,0.5,3,,,,,,
2,F,8,,,2,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,10,30,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,0.5,,,,,,,4,,,,,,,5,,,,,,
2,E,8,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,0.5,55,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,0.5,,,,,,,0.5,,,,,,,3,,,,,,,,0.5,3,,,,
2,E,9,,,2,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,0.5,,0.5,,,,,0.5,2,40,1,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,,25,,,,0.5,,,0.5,,,,,,,5,,,,,,,,,0.5,,,,
2,F,9,,,1,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,10,15,12,0.5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.5,,5,,,,0.5,,,,,,,,,,5,,,,,,,0.5,,,,,,
2,G,9,,,2,,,,,,,,,,,0.5,,,2,,,,,,,,,,,,,,,,,,0.5,15,10,2,,,,,,,,3,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,5,,,,0.5,,,0.5,,,,,,,5,,,,,,,3,,,,,,
2,H,9,,,1,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,5,25,2,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,0.5,,,0.5,0.5,,8,,,,0.5,,,0.5,,,,,,,5,,,,,0.5,,3,,,,,,
2,H,10,,,2,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,12,8,1,,0.5,,,,,,,,,,,,,,,1,,,0.5,,,,,,,,,0.5,,,0.5,0.5,,0.5,,,,0.5,,,,,,,0.5,,,3,,,,,0.5,,5,,,,,,
2,G,10,,,1,,0.5,,,,,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,0.5,10,5,2,0.5,0.5,,,,,,,,,,,,0.5,,,1,,,,,,,,,,,,0.5,,,0.5,0.5,,1,,,,,,,,,,,,,,7,,,,,,,0.5,,,,,,
2,F,10,,,0.5,,,,,,,,,,,0.5,,,,,,,5,,,,0.5,,,0.5,,,,,,,,30,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,2,,,,,,,0.5,,,,,,,7,,,,,,,,,,,,,
2,E,10,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,20,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,5,,,,,,,0.5,,,,,,
2,A,11,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,5,10,0.5,1,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,1,,,,0.5,2,0.5,0.5,,,0.5,,,,0.5,,,,,,0.5,,,,,0.5,,0.5,,10,,,,
2,B,11,,,0.5,0.5,,,0.5,,0.5,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,,15,15,0.5,0.5,0.5,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,5,,,,0.5,5,0.5,,,,0.5,,,,0.5,,,,,,1,,,,,0.5,,,0.5,0.5,,,,
2,C,11,,,0.5,0.5,,,,,0.5,,,,,0.5,0.5,,0.5,,,,1,,,,,,,,,,,,,,0.5,15,35,1,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,4,,,,0.5,0.5,1,,,,,,,,0.5,,,,,,2,,,,,,,,,,,,,
2,D,11,,,1,,,,,,,,,,,0.5,,,0.5,,,,5,,,,,,,,,,,,,,,40,5,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,,8,,,,,,,,,,,,,,3,,,,,,,,,,,,,
2,D,12,,,,,,,,,,,,,,0.5,,,,,,,3,,,,,,,,,,,,,,,45,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
2,C,12,,,0.5,,,,,,,,,,,0.5,,,,,,,3,,,,0.5,,,,,,,,,,,30,5,0.5,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,0.5,,,,0.5,,,,,0.5,,,,,,,,
2,E,11,,,,,,,,,,,,,,0.5,,,,,,,8,,,,0.5,,,,,,,,,,,60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,5,,,,,,,,,,,,,
2,F,11,,,,,,,,,,,,,,0.5,,,,,,,4,,,,0.5,,,,,,,,,,,60,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,7,,,,,,,0.5,,,,,,
2,G,11,,,0.5,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,0.5,40,8,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
2,H,11,,,2,,,,,,0.5,,,,,0.5,,,,,,,0.5,,,,,,0.5,,,,,,,,0.5,45,25,,1,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1,,,,0.5,,0.5,,,,,,,,,,,,,,2,,,,,0.5,,,,,,,,
2,H,12,,,0.5,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,60,5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2,G,12,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,45,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.5,0.5,,1,,,,,,,0.5,,,,,,,8,,,,,,,,,,,,,
2,F,12,,,,,,,,,,,,,,0.5,,,,,,,2,,,,0.5,,,,,,,,,,,55,0.5,0.5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,,,,,,,,6,,,,,,,,,,,,,
2,E,12,,,,,,,,,,,,,,0.5,,,,,,,1,,,,,,,1,,,,,,,,30,0.5,,,,,,,,,,,,,,,4,,,,,0.5,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,
2,A,12,,1,2,,,,,,4,,,,,0.5,,,,,,,1,,,,0.5,,,,,,,0.5,,,,5,30,0.5,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,1,,,,0.5,,15,,,,,,,0.5,0.5,,,,,,,,,,,,,,,0.5,,,,
2,B,12,,,1,,,,,,,,,,,0.5,,,,,,,3,,,,,,,,,,,,,,,1,50,0.5,,,,,,,,,,,,,,,,,0.5,,,0.5,0.5,,,,,,,,1,,,,0.5,,0.5,,,,0.5,,0.5,,,,,,,,3,,,,,0.5,,,,,,,,
2,A,13,,1,0.5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,50,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,1,,,,,,
2,B,13,,,0.5,,,,,,,,,,,0.5,,,,,,,15,,,,,,,,,,,,,,,30,10,,,,,,,0.5,,,,,,,,,,,2,,,,,,,,,,,,1,,,,0.5,,1,,,,,,,,,,,,,,4,,,,,,,1,,,,,,
2,C,13,,,0.5,,,,,,,,,,,0.5,,,,,,,5,,,,,,,,,,,,,,,25,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,1,,,,0.5,,,,,,,,,,10,,,,,,,0.5,,,,,,
2,D,13,,,0.5,,,,,,,,,,,0.5,,,,,,,1,,,,,,,,,,,,,,,25,5,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,1,,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
2,D,14,,,0.5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20,15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.5,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2,C,14,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,0.5,,1,,,,0.5,,,,,,,,,,3,,,,,,,1,,,,,,
2,B,14,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,0.5,,2,,,,,,,,,,,,,,2,,,,,,,0.5,,,,,,
2,A,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,3,,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,
2,A,15,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,0.5,,,,,,
2,B,15,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,40,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,0.5,,,,,,,2,,,,,,,6,,,,,,
2,C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1,,,,,,,,,,,,,,4,,,,,,,10,,,,,,
2,D,15,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,25,10,0.5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.5,,0.5,,,,0.5,,,,,,,,,,8,,,,,,,,,,,,,
2,D,16,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,25,4,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,4,,,,,,
2,C,16,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,0.5,,3,,,,0.5,,,,,,,,,,5,,,,,,,5,,,,,,
2,B,16,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,25,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,0.5,,,,,,,0.5,,,,,,5,,,,,,,1,,,,,,
2,A,16,,,,,,,,,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,0.5,30,25,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,
2,A,17,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.5,5,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,6,,,,,,,2,,0.5,,,,
2,B,17,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,0.5,,,,,0.5,,0.5,,,,,,3,,,,,,,,,,,,,
2,C,17,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,20,20,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,,0.5,,,,,,,,,,3,,,,,,,1,,,,,,
2,D,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,3,,,,,,,1,,,,,,
2,H,13,,,,,0.5,,,,0.5,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,25,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
2,G,13,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,35,0.5,0.5,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,15,,,,0.5,,,0.5,,,,,,,5,,,,,,,,,,,,,
2,F,13,,,,,,,,,,,,,,0.5,,,,,,,1,,,,,,,,,,,,,,,40,0.5,1,,0.5,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,10,,,,,0.5,,0.5,,,,,,
2,E,13,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,
2,E,14,,,0.5,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,0.5,,,,,,,,,45,0.5,,0.5,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1,,,,0.5,,5,,,,0.5,,,,,,,,,,15,,,,,,,,,,,,,
2,F,14,,,0.5,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,45,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,1,,1,,,,,,,,,,,,,,10,,,,,0.5,,0.5,,,,,,
2,G,14,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,25,15,,0.5,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1,,2,,,,0.5,,,0.5,,,,,,,1,,,,,0.5,,1,,,,,,
2,H,14,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,45,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3,,,,,,,,,,,,,,5,,,,,,,10,,,,,,
